Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Isaiah Thomas,PG,32,LALDALCHO,22,333,12.0,.516,.497,.156,1.3,8.1,4.6,15.7,1.0,1.4,7.8,24.8,,0.0,0.1,0.2,.026,,-1.9,-2.6,-4.5,-0.2
Matt Thomas,SG,27,CHI,40,459,9.9,.564,.679,.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,,0.3,0.2,0.6,.058,,-1.2,-1.5,-2.6,-0.1
Klay Thompson,SG,31,GSW,32,941,16.7,.547,.517,.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,,0.6,1.2,1.8,.091,,2.6,-1.6,1.1,0.7
Tristan Thompson,C,30,SACINDCHI,57,896,14.9,.541,.011,.434,14.7,20.8,17.7,5.5,1.2,2.0,12.4,17.5,,0.9,0.8,1.6,.087,,-1.6,-1.5,-3.1,-0.3
JT Thor,PF,19,CHO,33,262,9.7,.525,.491,.364,4.4,13.1,8.7,9.2,1.5,4.0,13.6,12.0,,0.1,0.2,0.3,.058,,-3.1,0.1,-3.0,-0.1
Matisse Thybulle,SG,24,PHI,66,1685,11.2,.594,.480,.143,2.8,7.1,5.0,6.1,3.4,3.8,10.9,9.5,,1.2,2.5,3.7,.107,,-2.2,3.3,1.1,1.3
Killian Tillie,C,23,MEM,36,461,7.6,.452,.677,.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,,-0.1,0.6,0.6,.058,,-3.8,1.1,-2.7,-0.1
Xavier Tillman Sr.,PF,23,MEM,53,701,15.1,.510,.227,.329,9.6,14.5,12.0,11.6,3.3,1.9,12.1,16.4,,0.6,1.2,1.8,.121,,-1.1,1.8,0.7,0.5
Isaiah Todd,PF,20,WAS,12,74,4.7,.349,.615,.231,4.6,13.3,9.0,7.3,2.7,2.3,12.3,19.6,,-0.2,0.1,-0.2,-0.104,,-5.7,-1.2,-6.9,-0.1
Obi Toppin,PF,23,NYK,72,1230,18.3,.614,.357,.262,5.9,17.7,11.7,10.9,1.0,2.6,9.6,20.8,,2.5,1.5,3.9,.153,,1.7,0.3,2.0,1.2
Juan Toscano-Anderson,SF,28,GSW,73,994,11.0,.561,.370,.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,,0.3,1.8,2.0,.098,,-3.3,2.4,-0.8,0.3
Karl-Anthony Towns,C,26,MIN,74,2476,24.1,.640,.301,.385,8.2,23.6,15.7,18.0,1.4,3.2,13.7,27.8,,7.1,3.2,10.3,.199,,4.5,0.5,5.0,4.4
Gary Trent Jr.,SG,23,TOR,70,2448,14.7,.546,.502,.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,,3.1,2.5,5.6,.110,,-0.1,0.3,0.2,1.3
P.J. Tucker,PF,36,MIA,71,1981,11.3,.593,.451,.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,,2.4,2.6,5.0,.121,,-0.8,1.4,0.6,1.3
Rayjon Tucker,SG,24,DENMIL,5,71,17.7,.869,.556,.778,4.7,7.5,6.1,18.1,2.7,0.0,7.6,7.9,,0.3,0.1,0.4,.243,,2.3,1.2,3.5,0.1
Myles Turner,C,25,IND,42,1235,17.4,.615,.466,.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,,1.7,1.4,3.1,.120,,0.1,1.4,1.4,1.1
Jonas Valančiūnas,C,29,NOP,74,2240,21.2,.617,.168,.308,10.9,31.2,20.8,14.0,0.9,2.6,14.4,23.8,,4.6,2.7,7.3,.156,,2.0,-0.1,1.9,2.2
Denzel Valentine,SG,28,CLEUTA,24,222,8.1,.523,.712,.000,4.6,16.1,10.4,7.0,1.8,0.0,15.4,15.5,,-0.1,0.3,0.2,.039,,-3.1,0.4,-2.7,0.0
Jarred Vanderbilt,PF,22,MIN,74,1880,15.3,.612,.039,.363,12.0,23.9,17.8,6.7,2.5,2.4,14.8,10.9,,3.1,2.9,6.0,.153,,-0.8,1.0,0.2,1.1
Fred VanVleet,PG,27,TOR,65,2462,17.3,.552,.585,.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,,3.9,2.8,6.7,.131,,3.1,0.5,3.6,3.5
Devin Vassell,SF,21,SAS,71,1937,13.3,.540,.497,.130,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,,1.3,2.0,3.3,.082,,-0.5,0.0,-0.5,0.7
Gabe Vincent,PG,25,MIA,68,1589,10.6,.551,.630,.105,1.6,7.3,4.5,19.4,2.0,0.8,15.4,17.8,,0.7,1.9,2.5,.076,,-1.9,0.5,-1.4,0.2
Nikola Vučević,C,31,CHI,73,2418,18.2,.533,.287,.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,,1.4,3.2,4.5,.090,,0.8,0.1,0.9,1.8
Dean Wade,PF,25,CLE,51,980,10.1,.584,.654,.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,,1.1,1.1,2.3,.111,,-1.9,1.3,-0.6,0.4
Franz Wagner,SF,20,ORL,79,2429,14.7,.559,.278,.225,3.6,11.9,7.7,15.7,1.4,1.3,10.0,21.2,,2.1,1.9,4.0,.079,,-0.4,-0.3,-0.7,0.8
Moritz Wagner,C,24,ORL,63,960,18.1,.623,.508,.326,4.6,21.0,12.8,15.4,1.0,1.2,11.0,22.9,,1.8,1.0,2.8,.138,,1.5,0.1,1.6,0.9
Ish Wainright,PF,27,PHO,45,359,9.4,.494,.567,.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,,0.0,0.6,0.6,.079,,-3.0,1.0,-2.0,0.0
Kemba Walker,PG,31,NYK,37,948,13.9,.537,.538,.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,,1.0,0.9,1.8,.093,,0.7,-0.2,0.4,0.6
Lonnie Walker IV,SG,23,SAS,70,1612,12.3,.512,.462,.194,1.2,10.7,5.9,13.4,1.3,1.0,7.9,23.6,,0.1,1.1,1.2,.037,,-1.2,-1.3,-2.5,-0.2
M.J. Walker,SG,23,PHO,2,8,-3.3,.000,.500,.000,0.0,13.1,6.7,13.8,12.0,0.0,0.0,21.5,,-0.1,0.0,0.0,-0.276,,-15.8,6.2,-9.6,0.0
Tyrone Wallace,SG,27,NOP,6,75,2.5,.383,.400,.250,0.0,12.1,5.9,1.8,2.0,1.3,8.3,13.9,,-0.2,0.1,-0.1,-0.057,,-7.7,-0.6,-8.2,-0.1
Derrick Walton,PG,26,DET,3,108,5.9,.342,.500,.154,1.9,8.4,5.0,26.4,3.2,3.3,28.4,15.4,,-0.3,0.1,-0.2,-0.071,,-5.3,1.0,-4.3,-0.1
Brad Wanamaker,PG,32,INDWAS,23,320,7.5,.472,.221,.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,,-0.1,0.1,0.0,.004,,-5.3,-0.5,-5.8,-0.3
Duane Washington Jr.,PG,21,IND,48,968,10.2,.521,.504,.143,0.5,9.3,4.8,13.0,1.3,0.3,11.2,22.6,,-0.2,0.2,0.0,-0.002,,-1.9,-2.8,-4.7,-0.7
P.J. Washington,C,23,CHO,65,1768,13.6,.588,.566,.152,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,,1.8,1.6,3.4,.091,,-0.2,0.2,-0.1,0.9
Yuta Watanabe,SF,27,TOR,38,445,11.5,.524,.572,.290,4.2,19.0,11.2,6.6,1.2,3.5,10.9,16.8,,0.1,0.6,0.7,.075,,-1.9,0.0,-2.0,0.0
Lindy Waters III,SG,24,OKC,25,465,13.0,.562,.834,.029,1.3,15.0,8.1,8.1,2.0,1.6,5.8,17.5,,0.3,0.5,0.8,.081,,-0.8,-0.8,-1.6,0.1
Tremont Waters,PG,24,TORWAS,3,50,5.4,.357,.643,.000,0.0,9.2,4.3,18.2,5.0,0.0,22.2,15.5,,-0.1,0.1,0.0,-0.042,,-7.8,0.1,-7.7,-0.1
Trendon Watford,SF,21,POR,48,869,15.8,.590,.142,.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,,1.4,0.5,1.9,.104,,-1.4,-0.4,-1.7,0.1
Paul Watson,SF,27,OKC,9,156,5.7,.432,.743,.057,1.9,16.1,8.9,7.2,0.9,1.8,10.0,11.0,,-0.1,0.1,0.0,.001,,-4.8,-0.6,-5.4,-0.1
Quinndary Weatherspoon,SG,25,GSW,11,73,12.0,.647,.238,.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,,0.1,0.1,0.2,.148,,-4.5,0.1,-4.4,0.0
Russell Westbrook,PG,33,LAL,78,2678,15.0,.512,.215,.324,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,,-0.6,2.3,1.7,.030,,-0.7,-0.9,-1.6,0.2
Coby White,PG,21,CHI,61,1675,12.6,.564,.548,.141,1.1,11.0,6.1,15.0,0.8,0.6,9.3,19.8,,1.6,0.8,2.4,.067,,-0.4,-1.7,-2.1,0.0
Derrick White,SG,27,SASBOS,75,2199,14.8,.549,.461,.294,1.8,10.7,6.3,22.9,1.4,2.3,11.6,19.9,,2.8,2.3,5.1,.111,,0.4,0.6,0.9,1.6
Hassan Whiteside,C,32,UTA,65,1162,22.9,.662,.000,.506,16.2,29.9,23.3,3.4,0.9,7.8,11.6,17.1,,3.4,2.3,5.8,.238,,0.6,1.4,2.1,1.2
Joe Wieskamp,SG,22,SAS,29,205,7.1,.494,.768,.232,2.0,5.2,3.6,5.5,0.9,1.2,3.1,13.1,,0.1,0.1,0.1,.035,,-2.9,-1.1,-3.9,-0.1
Aaron Wiggins,SG,23,OKC,50,1209,10.3,.556,.409,.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,,0.5,0.8,1.2,.048,,-3.4,-0.9,-4.3,-0.7
Andrew Wiggins,SF,26,GSW,73,2330,15.0,.560,.392,.231,4.1,10.9,7.6,10.8,1.6,2.1,9.0,23.1,,1.8,3.4,5.1,.105,,0.3,0.1,0.4,1.4
Lindell Wigginton,PG,23,MIL,19,199,10.2,.524,.426,.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19.0,,0.0,0.1,0.2,.044,,-3.2,-1.9,-5.0,-0.2
Brandon Williams,PG,22,POR,24,640,11.0,.476,.376,.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,,-0.7,0.2,-0.5,-0.037,,-2.6,-3.1,-5.7,-0.6
Grant Williams,PF,23,BOS,77,1875,11.2,.635,.597,.220,3.8,11.8,7.9,5.7,1.0,2.8,11.6,12.6,,2.4,2.6,5.1,.130,,-1.4,1.1,-0.4,0.8
Kenrich Williams,SF,27,OKC,49,1072,13.3,.532,.382,.174,7.1,14.1,10.5,15.3,2.0,0.9,11.9,15.6,,0.8,1.0,1.8,.081,,-1.3,1.1,-0.3,0.5
Lou Williams,PG,35,ATL,56,799,12.1,.500,.319,.244,2.2,9.7,6.0,18.6,1.7,0.3,10.8,21.7,,0.2,0.4,0.6,.034,,-2.0,-1.4,-3.4,-0.3
Patrick Williams,PF,20,CHI,17,422,12.7,.637,.284,.402,4.6,13.8,9.2,4.8,1.0,1.8,11.8,14.2,,0.6,0.3,0.9,.099,,-0.9,-0.7,-1.5,0.0
Robert Williams,C,24,BOS,61,1804,22.1,.745,.003,.245,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,,6.0,3.9,9.9,.262,,2.4,3.1,5.5,3.4
Ziaire Williams,SF,20,MEM,62,1346,9.7,.559,.571,.130,2.0,8.2,5.0,6.3,1.2,0.8,8.4,14.9,,1.1,1.1,2.2,.080,,-2.4,-0.6,-3.0,-0.3
D.J. Wilson,PF,25,TOR,4,54,27.9,.773,.133,.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17.0,,0.2,0.1,0.4,.328,,1.8,3.2,5.0,0.1
Dylan Windler,SF,25,CLE,50,459,8.8,.519,.714,.184,5.2,16.0,10.7,10.0,1.5,0.6,13.1,11.8,,0.2,0.6,0.8,.084,,-3.0,1.2,-1.7,0.0
Justise Winslow,PF,25,LACPOR,48,775,13.1,.479,.257,.257,7.0,20.9,14.0,16.1,2.2,2.9,14.6,18.9,,-0.3,1.1,0.8,.048,,-2.7,1.0,-1.7,0.1
Cassius Winston,PG,23,WAS,7,39,6.0,.549,.545,.364,0.0,2.8,1.4,24.4,0.0,0.0,19.0,18.0,,0.0,0.0,0.0,.015,,-5.9,-3.5,-9.3,-0.1
Christian Wood,C,26,HOU,68,2094,19.1,.595,.383,.378,5.7,30.4,18.0,12.2,1.2,2.8,11.0,23.3,,2.9,2.0,4.9,.112,,2.1,-0.4,1.6,1.9
Robert Woodard II,SF,22,SAC,12,42,2.1,.207,.250,.125,12.8,15.7,14.3,9.0,1.1,2.1,5.6,18.3,,-0.2,0.0,-0.1,-0.147,,-6.8,-3.6,-10.4,-0.1
Delon Wright,SG,29,ATL,77,1452,13.8,.576,.431,.234,3.8,12.7,8.3,16.6,3.1,1.2,13.2,10.3,,2.2,1.5,3.6,.121,,-0.2,2.4,2.2,1.6
McKinley Wright IV,PG,23,MIN,5,19,9.5,.833,.667,.000,0.0,0.0,0.0,20.9,0.0,0.0,25.0,8.8,,0.0,0.0,0.0,.092,,-1.4,-2.8,-4.2,0.0
Moses Wright,PF,23,LACDAL,4,15,18.3,.470,.250,.750,7.9,15.9,11.9,16.8,0.0,6.5,0.0,17.1,,0.0,0.0,0.1,.168,,1.1,0.4,1.4,0.0
Gabe York,SG,28,IND,2,21,12.7,.435,.857,.714,0.0,10.8,5.3,25.1,4.7,4.1,9.8,20.8,,0.0,0.0,0.0,.059,,-3.7,2.2,-1.5,0.0
Thaddeus Young,PF,33,SASTOR,52,845,17.0,.548,.176,.180,9.8,16.8,13.1,17.7,3.1,2.0,15.0,17.4,,0.9,1.3,2.2,.126,,0.1,2.1,2.2,0.9
Trae Young,PG,23,ATL,76,2652,25.4,.603,.395,.358,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,,9.0,1.0,10.0,.181,,7.1,-2.0,5.2,4.8
Omer Yurtseven,C,23,MIA,56,706,17.4,.546,.045,.247,13.9,33.0,23.6,11.0,1.2,3.0,13.0,19.9,,0.8,1.4,2.1,.145,,-1.4,0.4,-1.0,0.2
Cody Zeller,C,29,POR,27,355,17.2,.627,.044,.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,,0.9,0.2,1.1,.143,,-1.2,-1.0,-2.1,0.0
Ivica Zubac,C,24,LAC,76,1852,19.2,.660,.000,.459,12.8,23.7,18.4,9.8,1.0,3.5,16.1,16.8,,4.3,2.9,7.2,.187,,-0.1,0.8,0.7,1.3
